Ticker,Price,52-Week-Low,52-Week-High,20-MA,50-MA,100-MA,150-MA,200-MA,Sector,P/E,PEG,P/FCF,Sales Q/Q %,EPS this Y %,EPS next Y %,Death MACD,Golden MACD,MTUM-MA-25,MTUM-EMA-25,Weekly Death MACD,Weekly Golden MACD
APA,38.79999923706055,17.450000762939453,51.95000076293945,36.685000419616706,35.212628974914544,39.112936840057365,38.409346974690756,35.791309661865235,Energy | Oil & Gas E&P | USA,4.37,0.13,2.99,73.5,120.2,10.54,2022-06-13,2022-07-19,105.20069095346436,100.59846980008886,2022-06-13,2022-08-22
AMGN,242.3699951171875,198.63999938964844,258.45001220703125,245.76544265747071,245.17695098876956,243.5438510131836,238.63175903320317,232.3601605224609,Healthcare | Drug Manufacturers - General | USA,20.53,2.56,30.91,1.0,-16.5,18.75,2022-08-23,2022-08-10,99.82199938023425,100.16253279721607,2022-08-22,2022-08-15
AMR,149.66000366210938,36.68999862670898,186.97999572753903,153.38249969482422,140.14940048217773,147.91793983459473,134.17895095825196,114.67380456924437,Basic Materials | Coking Coal | USA,2.19,-,2.92,238.1,215.2,35.86,2022-08-31,2022-08-10,114.25506371334852,107.66843135400484,2022-09-02,2022-08-15
ARCH,141.85000610351562,69.45999908447266,183.52999877929688,148.0624584197998,139.1389303588867,145.65316307067872,136.98829483032227,123.05028884887696,Energy | Thermal Coal | USA,2.92,-,5.55,151.6,184.4,33.21,2022-08-31,2022-08-10,104.6361211770868,102.18837383373379,2022-08-29,2022-08-15
AA,49.25,39.56499862670898,98.08999633789062,52.16550006866455,48.4445955657959,55.837781791687014,63.6145561726888,61.276138973236094,Basic Materials | Aluminum | USA,9.72,-,7.75,28.6,347.0,7.12,2022-08-31,2022-07-08,113.406631784886,102.77726906589987,2022-04-18,2022-08-08
ADM,87.61000061035156,58.43999862670898,98.87999725341795,86.81804504394532,80.35452835083008,83.7651838684082,83.17905746459961,78.89415140151978,Consumer Defensive | Farm Products | USA,13.83,1.5,61.29,19.0,52.5,6.16,2022-08-31,2022-07-13,114.79757783404709,106.94316199635095,2022-05-02,2022-08-08
AEP,101.08999633789062,80.22000122070312,105.4800033569336,102.53799934387207,97.98748168945312,98.00600440979004,95.97769368489584,93.15224781036379,Utilities | Utilities - Regulated Electric | USA,19.92,3.14,12.83,21.3,14.6,5.28,2022-08-24,2022-07-22,107.34969883201722,104.23775862245377,2022-09-02,2022-08-08
AIR,42.56999969482422,30.899999618530284,52.83000183105469,45.531999969482406,43.8257999420166,45.38639995574951,45.192800038655605,43.382400007247924,Industrials | Aerospace & Defense | USA,19.64,1.44,25.67,8.8,66.4,3.5,2022-08-22,2022-07-06,107.61888869201277,102.62883326278265,2022-08-29,2022-08-08
ABC,147.7100067138672,113.68000030517578,167.19000244140625,147.97213211059568,144.53077056884766,148.35020904541017,147.61818298339844,142.27548454284667,Healthcare | Medical Distribution | USA,16.96,1.67,18.31,12.5,144.4,11.47,2022-08-26,2022-08-09,102.77577219082691,100.95728474978287,2022-09-02,2022-08-08
AVAV,82.91000366210938,52.02999877929688,114.11000061035156,95.1555004119873,87.95240020751953,87.9359001159668,84.35960009256998,80.00645006179809,Industrials | Aerospace & Defense | USA,-,-,-,-2.5,-117.7,2.15,2022-08-24,2022-07-20,115.5288120429765,108.75395045596494,2022-08-29,2022-08-08
ARBE,7.300000190734862,4.830999851226807,17.270000457763672,6.949000024795533,6.038400001525879,6.448749995231628,6.611299991607666,7.418924989700318,Technology | Software - Infrastructure | Israel,-,-,-,300.0,-271.8,-0.14,2022-08-25,2022-08-26,124.74958727011627,113.73872198890291,2022-06-13,2022-08-01
ATEN,13.140000343322756,12.270000457763672,19.049999237060547,15.150100135803225,14.643226757049561,14.591003999710082,14.263571529388427,14.501899328231811,Technology | Software - Infrastructure | USA,10.24,0.51,25.39,14.9,432.5,0.81,2022-08-23,2022-07-20,107.76011064478227,103.60179607981004,2022-08-29,2022-08-01
AAL,12.989999771118164,11.93000030517578,22.350000381469727,14.258999967575074,14.1182000541687,15.49519998550415,15.92206661860148,16.417799963951108,Industrials | Airlines | USA,-,-,-,79.5,83.1,1.43,2022-08-19,2022-08-01,102.95893080385746,98.40513221187777,2022-08-29,2022-08-01
AN,122.54000091552734,96.55999755859376,135.57000732421878,125.29349975585936,119.8150003051758,117.4207000732422,114.65006673177083,114.9339001083374,Consumer Cyclical | Auto & Truck Dealerships | USA,5.27,0.21,5.19,-1.6,325.4,22.37,2022-08-29,2022-08-25,107.55079143869614,105.2286834735648,2022-09-02,2022-07-25
AMPS,10.520000457763672,4.260000228881837,12.140000343322756,10.399499940872193,8.341599969863891,7.472999982833862,7.4525999959309885,7.993950004577638,Utilities | Utilities - Renewable | USA,16.26,-,-,-17.6,153.9,0.15,2022-08-29,2022-07-27,149.25412084217515,132.39634121242872,2022-07-18,2022-07-25
ATO,114.5500030517578,85.80000305175781,122.95999908447266,115.7709457397461,114.2508430480957,113.64865356445313,112.73867365519207,109.10964057922364,Utilities | Utilities - Regulated Gas | USA,21.12,2.52,-,34.8,4.7,5.95,2022-08-22,2022-08-19,103.10255356684573,101.84441739999092,2022-08-29,2022-07-25
AKAM,88.26000213623047,85.9000015258789,123.25,94.10750045776369,93.1288005065918,98.15860023498536,103.05280029296877,105.66045024871826,Technology | Software - Infrastructure | USA,25.1,2.35,13.27,5.9,16.6,5.72,2022-08-22,2022-07-19,102.94804339987078,99.46312471868102,2022-08-29,2022-07-25
AOSL,36.0099983215332,26.28000068664551,69.98999786376953,40.448499870300296,38.08939994812012,39.347300033569326,43.764066645304354,45.46400001525879,Technology | Semiconductors | USA,2.25,0.13,5.29,20.1,902.5,5.34,2022-08-26,2022-08-25,116.76835180976151,106.47594890262415,2022-08-29,2022-07-25
AVGO,500.2200012207031,463.9100036621094,677.760009765625,533.0375045776367,517.8185998535156,537.3339111328125,554.5287825520834,563.288102722168,Technology | Semiconductors | USA,24.78,1.63,27.31,22.6,137.1,40.46,2022-08-19,2022-07-07,107.15616640035593,101.46705429839372,2022-08-29,2022-07-25
AEE,92.93000030517578,80.2699966430664,99.1999969482422,94.82899894714356,91.41059951782226,91.68349334716795,90.43009190877278,89.21053916931152,Utilities | Utilities - Regulated Electric | USA,23.85,3.22,16.76,17.3,9.7,4.37,2022-08-25,2022-07-22,106.58442866186519,103.83061709229608,2022-09-02,2022-07-25
ACHR,3.359999895095825,2.609999895095825,10.53499984741211,3.971000015735626,3.674800028800965,3.8507000207901,3.7794666814804083,4.221450006961822,Industrials | Aerospace & Defense | USA,-,-,-,,-742.7,-1.27,2022-08-18,2022-07-18,124.36784445824223,108.758624506179,2022-08-22,2022-07-25
AMAT,91.23999786376952,82.66999816894531,167.05999755859375,101.92923431396484,99.04167984008791,104.01163917541504,113.00940999348957,122.05735466003418,Technology | Semiconductor Equipment & Materials | USA,12.21,0.99,19.48,5.2,63.4,8.04,2022-08-17,2022-07-08,109.25811038800644,101.4901819943957,2022-08-29,2022-07-18
ATVI,77.52999877929688,56.4000015258789,86.9000015258789,79.73549995422363,79.06500015258787,78.25209976196291,78.78392623901367,75.41216207504273,Communication Services | Electronic Gaming & Multimedia | USA,32.4,2.99,31.91,-28.4,21.9,3.82,2022-08-15,2022-07-19,101.99742049515348,101.34769906120192,2022-08-22,2022-07-18
ABNB,113.63999938964844,86.70999908447266,212.58399963378903,116.83650054931641,108.06000030517578,118.11560020446777,132.40580032348632,141.34035037994386,Consumer Cyclical | Travel Services | USA,61.96,1.35,26.14,57.6,92.4,2.52,2022-08-19,2022-07-05,117.78264841215895,106.1785722787783,2022-04-25,2022-07-18
ASML,467.1900024414063,412.6700134277344,895.9299926757812,533.2315002441406,515.5007385253906,533.2307406616211,569.2507261149087,616.4008818054199,Technology | Semiconductor Equipment & Materials | Netherlands,33.78,1.13,22.55,35.1,69.1,20.73,2022-08-15,2022-07-14,111.96115118179337,103.15752834099092,2022-08-29,2022-07-18
ANET,117.3000030517578,85.18000030517578,148.57000732421875,125.1640007019043,113.01380004882813,110.24020027160644,115.89480021158856,119.51025009155272,Technology | Computer Hardware | USA,36.14,1.91,48.41,48.7,31.9,4.55,2022-08-22,2022-06-23,122.80977438487145,112.93115927089382,2022-04-11,2022-07-18
ACLS,63.38999938964844,44.38000106811523,83.73999786376953,71.48650074005127,64.88600028991699,61.05460033416748,63.55540028889975,64.13500022888185,Technology | Semiconductor Equipment & Materials | USA,14.41,0.72,16.96,50.2,96.6,5.02,2022-08-16,2022-08-12,126.38502930566185,114.70633225133192,2022-08-29,2022-07-18
ACN,284.07000732421875,261.76998901367193,417.3699951171875,307.2795028686524,294.83356689453126,295.0863232421875,305.6044364420573,321.66015335083006,Technology | Information Technology Services | Ireland,27.56,2.17,36.45,21.8,16.0,12.04,2022-08-22,2022-07-19,108.85079925991779,103.91599327600979,2022-08-29,2022-07-18
ADI,148.6300048828125,138.5,191.9499969482422,165.3229133605957,160.53997802734375,158.59377044677734,158.50321512858073,161.83616195678712,Technology | Semiconductors | USA,41.16,2.48,34.98,76.8,5.6,9.57,2022-08-17,2022-07-07,108.93777438562635,103.78987842445078,2022-08-22,2022-07-18
AMD,80.23999786376953,71.5999984741211,164.4600067138672,93.93850021362304,88.91439971923828,91.09499984741213,98.79833328247072,108.98089992523194,Technology | Semiconductors | USA,33.74,1.26,39.91,70.1,24.7,4.89,2022-08-17,2022-07-13,116.12779450126033,105.41858434862102,2022-08-29,2022-07-18
AAPL,155.80999755859375,129.03999328613278,182.94000244140625,166.6660011291504,156.72449890136718,153.0668569946289,157.95412841796875,160.68708145141605,Technology | Consumer Electronics | USA,25.75,2.72,27.35,1.9,71.4,6.46,2022-08-22,2022-06-23,112.79831398934292,107.44345016763556,2022-08-29,2022-07-11
AJG,180.47000122070312,142.16000366210938,192.0,186.00656661987304,175.21406890869142,169.36538146972657,166.56855733235676,165.45621856689453,Financial | Insurance Brokers | USA,36.39,3.64,31.32,5.7,4.2,8.68,2022-08-23,2022-07-20,110.33583795140152,107.45872672787878,2022-09-02,2022-07-04
ADP,238.47999572753903,192.25999450683602,261.58999633789057,252.96950149536133,234.52480010986332,225.4607119750977,220.67945485432946,222.88707336425784,Industrials | Staffing & Employment Services | USA,34.05,2.35,80.72,10.5,15.4,8.93,2022-08-23,2022-07-19,115.38731015095507,109.76053238813044,2022-09-02,2022-07-04
ADSK,198.69000244140625,163.1999969482422,344.3900146484375,217.8014991760254,201.74440032958984,196.52500030517575,203.56020009358727,220.0383000946045,Technology | Software - Application | USA,78.32,3.36,26.56,16.7,-58.8,7.82,2022-08-19,2022-07-15,118.47092724254559,109.67765448607874,2022-08-29,2022-07-04
APPS,17.579999923706055,14.43000030517578,93.9800033569336,21.527499961853028,19.90699993133545,22.976899814605712,29.816200002034503,35.6731499671936,Technology | Software - Application | USA,51.55,1.91,14.0,19.3,-39.3,1.77,2022-08-22,2022-06-22,119.8757112534035,105.89942230985152,2022-04-18,2022-07-04
APPF,96.44000244140624,79.9229965209961,139.99000549316406,106.39800071716309,101.59820022583008,100.61480010986328,105.30726669311524,109.00917503356932,Technology | Software - Application | USA,-,-,195.02,32.0,-99.4,-0.38,2022-08-19,2022-07-15,109.75137803998176,105.11226238938299,2022-08-29,2022-07-04
ARCT,14.31999969482422,11.699999809265135,58.45000076293945,17.068000173568727,17.401800003051758,18.08659997940064,20.15246660868327,23.937549934387214,Healthcare | Biotechnology | USA,-,-,-,146.5,-117.8,-3.96,2022-08-18,2022-08-15,102.04771130151966,99.06765245511957,2022-08-22,2022-06-27
APPN,43.15999984741211,38.77999877929688,115.68000030517578,49.835000228881846,50.305000076293936,49.65360008239746,52.15606671651204,55.55480003356934,Technology | Software - Infrastructure | USA,-,-,-,32.7,-157.4,-0.61,2022-08-17,2022-08-03,100.87958617024658,100.52950213161549,2022-08-22,2022-06-20
ARQQ,6.25,4.980000019073486,41.52000045776367,5.988499975204467,5.882200002670287,6.75689998626709,9.641866677602133,12.87027502536774,Technology | Software - Infrastructure | United Kingdom,-,-,-,,,0.26,2022-08-24,2022-08-31,99.14615941698605,95.95219664475948,2022-04-04,2022-06-20
ACIW,22.649999618530284,22.420000076293945,36.0099983215332,24.985500049591064,26.235600051879878,26.49240005493164,28.45440004984538,29.635750007629394,Technology | Software - Infrastructure | USA,17.53,1.46,16.2,12.8,75.0,1.6,2022-08-05,2022-06-24,95.00464099073632,95.675207877182,2022-08-15,2022-06-20
ANSS,244.6300048828125,225.9199981689453,413.8900146484375,267.9915000915527,260.5162005615234,260.24239959716795,278.7615995279948,303.9036993408203,Technology | Software - Application | USA,46.94,5.3,37.84,6.1,3.8,8.52,2022-08-16,2022-07-19,108.83015183458649,103.46527284426679,2022-08-29,2022-06-20
AMZN,127.51000213623048,101.26000213623048,188.1074981689453,136.19999961853028,126.18800003051756,123.97338539123535,134.2356002298991,142.32875263214115,Consumer Cyclical | Internet Retail | USA,114.67,3.45,-,7.2,54.9,2.35,2022-08-18,2022-06-23,118.62648741386423,109.88338067037273,2022-04-25,2022-06-20
AMSWA,16.34000015258789,15.020000457763672,33.27000045776367,18.04985055923462,17.38688367843628,17.12367974281311,18.349779847462973,19.76670382976532,Technology | Software - Application | USA,46.95,2.93,270.82,21.0,52.7,0.5,2022-08-23,2022-07-19,107.90729734535444,103.71770743820116,2022-08-29,2022-06-20
ALGN,244.50999450683602,225.8600006103516,737.4500122070312,267.96500091552736,264.50260009765617,280.4113003540039,341.99053365071615,405.824149017334,Healthcare | Medical Devices | USA,31.33,0.72,49.39,-4.1,-56.8,10.45,2022-08-17,2022-06-23,106.18483604508906,99.96366980510523,2021-11-22,2022-06-20
ADBE,368.1400146484375,338.0,699.5399780273438,412.75800170898435,399.5864001464844,401.8096008300781,422.0888665771485,462.5353997802735,Technology | Software - Infrastructure | USA,35.95,2.53,25.28,14.4,-7.6,15.86,2022-08-19,2022-07-05,108.06574249252293,102.6717638229783,2022-08-22,2022-06-20
ALNY,205.4499969482422,117.58000183105469,236.8000030517578,219.70449981689453,179.3691998291016,159.04129989624025,158.24959971110027,160.5419496536255,Healthcare | Biotechnology | USA,-,-,-,1.9,3.5,-4.31,2022-08-22,2022-08-03,146.58039110837558,131.26268196443772,2022-04-25,2022-06-13
AUDC,22.18000030517578,19.6200008392334,37.349998474121094,22.466627502441405,22.52172248840332,22.497527980804442,23.95917797088623,26.278785076141357,Technology | Communication Equipment | Israel,23.72,2.64,67.88,12.9,20.5,1.67,2022-08-29,2022-08-17,98.71810355513342,98.86632829246986,2021-11-29,2022-05-30
ALTR,48.65999984741211,48.19499969482422,82.95999908447266,54.35750007629394,54.22740020751953,54.047700004577635,56.888599853515615,60.25709991455078,Technology | Software - Infrastructure | USA,-,-,207.6,10.7,19.5,0.88,2022-08-10,2022-07-19,104.54004496531749,101.1811009240202,2022-08-29,2022-05-30
ACCD,10.039999961853027,4.610000133514403,49.47000122070313,11.415499925613403,10.240999937057497,8.969149971008301,11.806766599019367,14.828424916267394,Healthcare | Health Information Services | USA,-,-,-,58.4,-11.9,-2.02,2022-08-19,2022-08-03,123.16944044850756,122.12019613114424,2022-04-25,2022-05-30
ASAN,18.15999984741211,16.190000534057614,145.7899932861328,22.642999839782714,20.62119976043701,22.31259994506836,30.83259994506836,41.989200057983396,Technology | Software - Application | USA,-,-,-,57.2,-24.7,-1.08,2022-08-19,2022-07-20,121.20623224028655,106.52631203461635,2021-11-22,2022-05-30
APP,24.09000015258789,23.3700008392334,116.08999633789062,29.682999706268312,33.15919990539551,35.93929990768433,43.15806664784749,53.87929995536804,Technology | Software - Application | USA,-,-,32.73,-39.0,126.6,1.06,2022-08-15,2022-07-20,86.9085582940699,87.51944889032877,2022-08-15,2022-05-23
ALLT,4.400000095367432,4.389999866485597,16.829999923706055,4.851000046730041,5.024800024032593,5.31800000667572,6.306333344777424,7.563800010681152,Technology | Communication Equipment | Israel,-,-,-,-7.1,-56.2,-0.55,2022-08-16,2022-07-05,96.96023661495123,94.28398244587689,2022-04-25,2022-05-23
ARRY,20.270000457763672,5.445000171661377,27.67099952697754,21.322000122070317,16.234700050354007,12.922050018310545,12.168166669209798,13.210950002670288,Technology | Solar | USA,-,-,-,21.1,-217.8,0.93,2022-08-22,2022-07-22,171.76991564615747,150.0283416455526,2022-05-09,2022-05-16
AGYS,49.84000015258789,31.489999771118164,58.4900016784668,51.817499923706045,50.04620010375977,44.20760009765625,42.82940015157064,42.78235004425049,Technology | Software - Application | USA,222.5,4450.0,64.11,22.7,118.1,1.0,2022-08-22,2022-08-12,105.69952896943916,108.94641074510919,2022-08-29,2022-05-16
ALRM,66.30999755859375,54.9900016784668,90.69000244140624,71.42949981689453,68.61699958801269,64.80909973144531,65.69546671549479,69.16180000305175,Technology | Software - Application | USA,82.99,10.25,83.11,12.7,-34.1,2.12,2022-08-18,2022-06-24,109.08421861054971,106.04842703278135,2022-08-22,2022-05-16
ABST,10.869999885559082,6.789999961853027,12.619999885559082,10.844716167449949,9.715271110534667,8.97693911075592,8.80665503501892,8.738496539592742,Technology | Software - Application | Canada,-,-,21.85,65.1,-750.1,-0.02,2022-09-01,2022-08-24,118.87598820185491,114.22845597671356,2022-05-02,2022-05-09
ATKR,83.93000030517578,80.04499816894531,123.52999877929688,89.08100128173828,88.91000045776367,95.38650024414062,97.78220016479492,99.9927501296997,Industrials | Specialty Industrial Machinery | USA,4.2,-,9.5,24.4,293.1,13.61,2022-08-22,2022-08-18,102.29204504023069,98.02003935611937,2022-06-13,2022-05-02
AMPL,14.850000381469727,,,16.665500164031982,15.960000057220462,16.804900035858154,19.34486671447754,27.65529998779297,Technology | Software - Application | USA,-,-,-,47.8,-184.6,-0.35,2022-08-19,2022-08-03,108.85326524874128,101.64302818162308,2021-11-22,2022-04-11
AUID,2.630000114440918,1.4500000476837158,18.636999130249023,2.7079999804496766,2.70309999704361,2.900599999427796,3.5219999949137364,5.921399986743928,Technology | Software - Infrastructure | USA,-,-,-,0.0,-32.4,-,2022-08-30,2022-08-26,112.59404498259336,100.56440953893505,2021-12-27,2022-04-11
AFRM,22.450000762939453,13.640000343322756,176.64999389648438,31.210999965667725,27.168000144958498,26.48380011558533,32.38166673660278,48.8175000333786,Technology | Software - Infrastructure | USA,-,-,-,40.9,9.8,-2.15,2022-08-19,2022-06-23,138.21562965902254,119.19984050707629,2021-11-15,2022-03-21
AI,14.510000228881836,13.369999885559082,55.58000183105469,20.011499977111818,19.56179988861084,18.705999994277953,19.968466650644935,22.91339996814728,Technology | Information Technology Services | USA,-,-,-,24.6,-241.6,-0.4,2022-08-19,2022-08-03,105.19031739089588,102.9453143279752,2022-08-29,2022-03-14
ATGE,36.900001525878906,19.13999938964844,41.400001525878906,38.56599998474121,38.34099998474121,34.83989999771118,31.93566668192545,31.41189998626709,Consumer Defensive | Education & Training Services | USA,-,-,-,61.6,-145.0,4.26,2022-08-30,2022-08-25,102.27804191756087,105.93002840974235,2022-08-29,2022-03-14
ADPT,8.720000267028809,5.954999923706055,40.0,10.834499931335447,9.949899940490722,9.07109998703003,10.660000006357828,14.128000044822693,Healthcare | Biotechnology | USA,-,-,-,13.5,-32.5,-1.52,2022-08-19,2022-08-04,117.04727979248892,112.55249491242806,2022-01-03,2022-03-14
ATAI,4.360000133514403,2.9500000476837163,17.899999618530273,4.5444999694824215,4.200999989509582,4.097900006771088,4.5132333421707145,5.459525004625322,Healthcare | Biotechnology | Germany,-,-,-,,-9.0,-1.04,2022-08-29,2022-08-25,111.73694115193464,108.66785118362397,2021-11-15,2022-02-14
AIZ,158.89999389648438,144.17999267578125,194.1199951171875,163.41025314331054,167.14168487548832,173.71371856689453,172.1582883707682,167.25914497375487,Financial | Insurance - Specialty | USA,18.89,1.08,-,-1.4,27.7,14.19,2022-08-29,2022-08-15,95.1907396020515,96.21511411667713,2022-05-09,2022-02-07
AMPH,28.90999984741211,17.559999465942386,44.459999084472656,31.828500175476073,34.31340015411377,34.87400014877319,33.65653345743815,30.90905010223389,Healthcare | Drug Manufacturers - Specialty & Generic | USA,16.26,0.65,20.68,21.4,24.8,1.92,2022-08-04,2022-06-27,92.32843420798213,95.3292580328607,2022-05-02,2021-11-01
ABBV,136.27999877929688,105.55999755859376,175.91000366210938,139.45150146484374,145.00749755859374,147.12792694091797,147.9522499593099,142.30908153533937,Healthcare | Drug Manufacturers - General | USA,19.28,-,19.5,4.5,137.0,11.93,2022-08-24,2022-08-16,92.2569041264333,95.59208032498907,2022-04-18,2021-10-25
